0.72,-0.17,8.07
0.75,-0.20,8.17
0.68,-0.23,8.07
0.74,-0.21,8.12
0.69,-0.20,8.17
0.65,-0.20,8.14
0.74,-0.14,8.13
0.74,-0.18,8.13
0.74,-0.17,8.21
0.71,-0.24,8.09
0.71,-0.22,8.08
0.71,-0.19,8.15
0.77,-0.21,8.18
0.72,-0.10,8.11
0.70,-0.22,8.12
0.73,-0.22,8.13
0.74,-0.22,8.13
0.74,-0.27,8.08
0.70,-0.13,8.15
0.72,-0.18,8.09
0.74,-0.17,8.09
0.69,-0.18,8.22
0.71,-0.20,8.10
0.63,-0.19,8.09
0.72,-0.26,8.13
0.70,-0.19,8.22
0.66,-0.17,8.09
0.76,-0.19,8.07
0.79,-0.23,8.11
0.69,-0.18,8.09
0.70,-0.15,8.04
0.74,-0.22,8.11
0.72,-0.22,8.07
0.68,-0.23,8.07
0.75,-0.15,8.16
0.72,-0.18,8.23
0.70,-0.16,8.08
0.74,-0.16,8.09
0.74,-0.20,8.07
0.70,-0.19,8.06
0.70,-0.20,8.09
0.73,-0.24,8.09
0.69,-0.16,8.07
0.73,-0.23,8.16
0.74,-0.15,8.10
0.74,-0.13,8.12
0.75,-0.23,8.11
0.77,-0.18,8.15
0.76,-0.16,8.08
0.69,-0.19,8.07
0.70,-0.16,8.12
0.72,-0.19,8.16
0.74,-0.17,8.23
0.68,-0.20,8.08
0.77,-0.17,8.19
0.65,-0.16,8.10
0.71,-0.16,8.12
0.70,-0.21,8.19
0.70,-0.18,8.15
0.66,-0.22,8.04
0.67,-0.21,8.15
0.71,-0.18,8.07
0.75,-0.19,8.16
0.74,-0.21,8.14
0.74,-0.17,8.04
0.72,-0.15,8.15
0.71,-0.19,8.16
0.75,-0.16,8.12
0.73,-0.18,8.16
0.69,-0.16,8.10
0.70,-0.18,8.16
0.71,-0.15,8.12
0.71,-0.19,8.15
0.74,-0.18,8.19
0.72,-0.22,8.13
0.77,-0.16,8.19
0.72,-0.17,8.15
0.76,-0.16,8.17
0.68,-0.19,8.06
0.70,-0.16,8.18
0.74,-0.24,8.20
0.74,-0.22,8.14
0.72,-0.21,8.11
0.70,-0.15,8.06
0.70,-0.20,8.11
0.73,-0.15,8.14
0.73,-0.22,8.11
0.69,-0.20,8.18
0.72,-0.22,8.10
0.71,-0.14,8.10
0.74,-0.20,8.10
0.65,-0.17,8.08
0.71,-0.13,8.14
0.71,-0.23,8.20
0.69,-0.17,8.12
0.72,-0.15,8.08
0.69,-0.16,8.12
0.70,-0.20,8.09
0.72,-0.17,8.06
0.75,-0.21,8.09
0.71,-0.16,8.12
0.74,-0.18,8.04
0.74,-0.14,8.13
0.73,-0.21,8.14
0.68,-0.16,8.18
0.74,-0.20,8.05
0.72,-0.21,8.11
0.73,-0.16,8.06
0.67,-0.16,8.12
0.71,-0.19,8.15
0.72,-0.20,8.13
0.68,-0.18,8.18
0.76,-0.26,8.09
0.70,-0.19,8.11
0.71,-0.15,8.10
0.74,-0.16,8.11
0.70,-0.20,8.11
0.74,-0.21,8.01
0.68,-0.13,8.13
0.76,-0.19,8.14
0.74,-0.17,8.14
0.72,-0.20,8.20
0.75,-0.23,8.07
0.69,-0.20,8.13
0.64,-0.16,8.05
0.75,-0.21,8.06
0.70,-0.17,8.19
0.65,-0.20,8.16
0.70,-0.16,8.12
0.72,-0.22,8.17
0.73,-0.18,8.13
0.74,-0.19,8.12
0.75,-0.20,8.13
0.72,-0.12,8.17
0.73,-0.16,8.20
0.77,-0.15,8.12
0.74,-0.17,8.08
0.69,-0.12,8.12
0.76,-0.18,8.20
0.70,-0.20,8.14
0.75,-0.21,8.15
0.75,-0.20,8.10
0.74,-0.21,8.24
0.74,-0.20,8.11
0.71,-0.17,8.13
0.74,-0.22,8.10
0.74,-0.25,8.14
0.75,-0.27,8.11
0.69,-0.19,8.13
0.74,-0.12,8.12
0.72,-0.21,8.16
0.70,-0.16,8.04
0.70,-0.17,8.05
0.73,-0.20,8.19
0.77,-0.22,8.06
0.78,-0.18,8.06
0.76,-0.23,8.09
0.74,-0.22,8.15
0.70,-0.21,8.08
0.69,-0.19,8.09
0.73,-0.19,8.09
0.68,-0.19,8.09
0.79,-0.18,8.15
0.75,-0.20,8.16
0.74,-0.19,8.11
0.67,-0.18,8.06
0.66,-0.21,8.10
0.70,-0.19,8.19
0.73,-0.21,8.09
0.73,-0.15,8.16
0.70,-0.21,8.15
0.69,-0.20,8.13
0.71,-0.16,8.06
0.68,-0.18,8.13
0.72,-0.14,8.12
0.74,-0.17,8.07
0.67,-0.15,8.04
0.69,-0.20,8.13
0.71,-0.23,8.15
0.71,-0.16,8.11
0.71,-0.19,8.11
0.74,-0.17,8.10
0.75,-0.21,8.23
0.69,-0.19,8.21
0.65,-0.19,8.08
0.70,-0.21,8.09
0.73,-0.18,8.12
0.74,-0.18,8.12
0.74,-0.19,8.12
0.75,-0.18,8.16
0.72,-0.22,8.10
0.71,-0.20,8.07
0.69,-0.18,8.16
0.71,-0.18,8.14
0.73,-0.23,8.13
0.76,-0.20,8.19
0.73,-0.21,8.07
0.73,-0.20,8.12
0.70,-0.20,8.14
0.71,-0.19,8.08
0.70,-0.17,8.08
0.70,-0.23,8.10
0.68,-0.15,8.11
0.73,-0.18,8.11
0.74,-0.20,8.13
0.69,-0.16,8.13
0.69,-0.18,8.09
0.72,-0.19,8.15
0.71,-0.20,8.10
0.75,-0.09,8.21
0.75,-0.23,8.15
0.68,-0.16,8.03
0.77,-0.27,8.16
0.72,-0.17,8.09
0.73,-0.24,8.09
0.68,-0.10,8.11
0.76,-0.17,8.08
0.75,-0.27,8.04
0.68,-0.17,8.02
0.74,-0.25,8.17
0.67,-0.13,8.12
0.72,-0.23,8.09
0.77,-0.13,8.06
0.70,-0.19,8.15
0.75,-0.22,8.08
0.72,-0.21,8.09
0.78,-0.20,8.07
0.75,-0.15,8.16
0.74,-0.21,8.07
0.69,-0.24,8.17
0.68,-0.17,8.13
0.69,-0.19,8.18
0.70,-0.19,8.15
0.69,-0.18,8.10
0.67,-0.21,8.10
0.72,-0.16,8.10
0.72,-0.23,8.11
0.74,-0.19,8.17
0.74,-0.20,8.10
0.72,-0.22,8.10
0.72,-0.21,8.13
0.75,-0.16,8.17
0.75,-0.21,8.02
0.72,-0.23,8.05
0.68,-0.20,8.11
0.75,-0.19,8.14
0.70,-0.20,8.06
0.78,-0.21,8.16
0.75,-0.17,8.08
0.66,-0.15,8.08
0.72,-0.22,8.20
0.69,-0.20,8.14
0.74,-0.25,8.13
0.69,-0.17,8.13
0.69,-0.24,8.20
0.74,-0.21,8.06
0.68,-0.21,8.07
0.72,-0.19,8.12
0.73,-0.22,8.09
0.73,-0.21,8.05
0.72,-0.17,8.07
0.69,-0.18,8.11
0.69,-0.17,8.21
0.75,-0.19,8.10
0.74,-0.20,8.18
0.70,-0.23,8.16
0.69,-0.18,8.16
0.73,-0.17,8.14
0.72,-0.18,8.08
0.72,-0.16,8.09
0.75,-0.24,8.13
0.74,-0.15,8.13
0.68,-0.23,8.06
0.75,-0.19,8.14
0.69,-0.15,8.16
0.70,-0.20,8.05
0.69,-0.23,8.15
0.71,-0.14,8.11
0.77,-0.18,8.12
0.72,-0.23,8.12
0.76,-0.21,8.08
0.68,-0.14,8.19
0.69,-0.20,8.15
0.73,-0.19,8.08
0.72,-0.22,8.06
0.69,-0.16,8.10
0.69,-0.23,8.09
0.70,-0.18,8.17
0.67,-0.14,8.13
0.74,-0.18,8.07
0.71,-0.21,8.12
0.68,-0.16,8.06
0.68,-0.17,8.17
0.68,-0.24,8.10
0.74,-0.19,8.11
0.74,-0.17,8.17
0.68,-0.21,8.12
0.75,-0.14,8.17
0.74,-0.17,8.07
0.71,-0.16,8.05
0.66,-0.22,8.09
0.73,-0.17,8.15
0.70,-0.27,8.11
0.74,-0.24,8.09
0.67,-0.14,8.12
0.76,-0.23,8.10
0.73,-0.19,8.07
0.74,-0.18,8.15
0.72,-0.18,8.15
0.70,-0.22,8.12
0.70,-0.24,8.05
0.68,-0.15,8.11
0.72,-0.21,8.09
